gene_name	log2FoldChange	pvalue	padj
CDRT15P4	2,329491101	0,195215141	1
CDRT15P6	0,33307567	0,790165672	1
CDRT15P7	0	1	1
CDRT15P9	0	1	1
CDRT4	0,613167285	0,626125057	1
CDS1	0,204309437	0,704245829	1
CDS2	0,234073182	0,150703882	1
CDSN	-0,678445301	0,913177887	1
CDT1	0,217679487	0,50642917	1
CDV3	-0,291666927	0,087927432	1
CDX1	-3,974183475	0,159926493	1
CDX2	-1,568948824	0,800793804	1
CDYL	0,002826683	0,986601677	1
CDYL2	0,212013152	0,454358801	1
CDYLP1	1,00914865	0,869461993	1
CEACAM1	-3,025379083	0,117288976	1
CEACAM16	0,039571946	0,951387278	1
CEACAM16-AS1	0,090167281	0,908099239	1
CEACAM19	0,295052053	0,370453266	1
CEACAM20	-0,675054467	0,913640007	1
CEACAM21	-1,105336424	0,855681273	1
CEACAM22P	1,442534188	0,24677009	1
CEACAM5	-0,803923741	0,852130496	1
CEACAM6	-2,158645171	0,723428316	1
CEACAM8	0,215776882	0,941447227	1
CEACAMP5	-3,011690311	0,503126016	1
CEBPA	0,9420301	0,336209187	1
CEBPA-DT	-0,116053034	0,881356369	1
CEBPB	0,396531411	0,452881603	1
CEBPB-AS1	-0,473019577	0,596467999	1
CEBPD	0,741209928	0,10495038	1
CEBPE	0,204170595	0,973703889	1
CEBPG	-0,253850321	0,101790602	1
CEBPZ	-0,141853414	0,323692555	1
CEBPZOS	-0,210435771	0,179051163	1
CECR2	0,543907848	0,005522949	1
CECR3	1,275099563	0,835850388	1
CECR7	0,029943381	0,943534085	1
CEL	-0,444300441	0,465033632	1
CELA1	0	1	1
CELA2A	0	1	1
CELA2B	0,444594192	0,842049359	1
CELA3A	1,071270837	0,495679604	1
CELA3B	0,218365729	0,960314043	1
CELF1	0,060519685	0,691055655	1
CELF2	0,148673614	0,322158902	1
CELF2-AS1	1,094534952	0,860453822	1
CELF2-DT	1,408079854	0,633174607	1
CELF3	0,025788848	0,930961436	1
CELF4	-0,517352712	0,188721893	1
CELF5	-0,131099221	0,705399507	1
CELF6	-0,560144051	0,400495269	1
CELP	0,643440611	0,699562801	1
CELSR1	-0,228858801	0,383054089	1
CELSR2	0,152471646	0,532246336	1
CELSR3	0,017620344	0,950804796	1
CEMIP	0,506796767	0,047496779	1
CEMIP2	-0,011969183	0,944055108	1
CEMP1	-0,596007304	0,92268597	1
CENATAC	0,307298655	0,179021278	1
CENATAC-DT	0,70718385	0,346169823	1
CEND1	0,269953936	0,691474205	1
CENPA	0,180130134	0,542031136	1
CENPB	0,051954226	0,776988926	1
CENPBD1	-0,068430765	0,786861257	1
CENPBD1P1	-0,064544915	0,666663501	1
CENPC	0,205538078	0,28014608	1
CENPE	0,019570936	0,908099754	1
CENPF	0,052607306	0,728690262	1
CENPH	-0,147740496	0,548959924	1
CENPI	-0,094116015	0,69026467	1
CENPJ	0,090754861	0,603057431	1
CENPK	0,043551886	0,837310237	1
CENPL	-0,002851703	0,989862946	1
CENPM	-0,182727546	0,570410995	1
CENPN	-0,049143367	0,800866899	1
CENPN-AS1	0,932435252	0,831453332	1
CENPO	0,100054734	0,517651649	1
CENPP	0,317331874	0,163978719	1
CENPQ	0,005324401	0,98336241	1
CENPS	-0,078037434	0,786146585	1
CENPS-CORT	0,170148747	0,835919053	1
CENPT	0,020176124	0,909429794	1
CENPU	-0,01218459	0,952062644	1
CENPUP2	-0,67819764	0,913244471	1
CENPV	-0,394048497	0,081913544	1
CENPVL2	-1,451271931	0,439201352	1
CENPVL3	0,292808761	0,70520022	1
CENPW	-0,220093181	0,4443311	1
CENPX	-0,142666194	0,578078171	1
CEP104	0,095262191	0,595274687	1
CEP112	0,101698637	0,600135598	1
CEP120	-0,108057482	0,584309772	1
CEP126	-0,031407368	0,916582143	1
CEP128	0,235596533	0,362488755	1
CEP131	0,003507071	0,98685606	1
CEP135	0,125835611	0,518111703	1
CEP152	-0,006306933	0,978390967	1
CEP162	0,020921161	0,920100726	1
CEP164	-0,172890543	0,347263259	1
CEP164P1	1,100745873	0,68595865	1
CEP170	-0,120992641	0,534763533	1
CEP170B	0,035380251	0,848986231	1
CEP170P1	-0,244171587	0,84304597	1
CEP19	-0,243085564	0,356228754	1
CEP192	0,09269824	0,612659223	1
CEP192-DT	0	1	1
CEP20	-0,100504367	0,583689546	1
CEP250	0,195790323	0,25516246	1
CEP290	-0,088484371	0,630028418	1
CEP295	0,22639804	0,283588311	1
CEP295NL	2,06976523	0,335687285	1
CEP350	0,168816659	0,469130243	1
CEP41	0,046344474	0,803227275	1
CEP43	0,089813026	0,573344865	1
CEP44	0,054837937	0,791111084	1
CEP55	-0,101363597	0,637795496	1
CEP57	-0,039045705	0,806768401	1
CEP57L1	0,109863058	0,542140763	1
CEP63	-0,079745734	0,660149526	1
CEP68	0,008425003	0,963477722	1
CEP70	-0,275032195	0,11736052	1
CEP72	-0,396476177	0,265797861	1
CEP72-DT	1,021922166	0,867345285	1
CEP76	0,026166863	0,918060329	1
CEP78	-0,185667019	0,337222217	1
CEP83	-0,125827588	0,539673502	1
CEP83-DT	-0,733151171	0,308086926	1
CEP85	0,075534916	0,678834685	1
CEP85L	-0,021841166	0,932993281	1
CEP89	-0,003209543	0,984381214	1
CEP95	0,218851314	0,170784021	1
CEP97	0,098409016	0,616113218	1
CEPT1	-0,051339792	0,782922097	1
CER1	-0,167204232	0,915206913	1
CERCAM	0,075786712	0,654912309	1
CERK	-0,01981569	0,891744497	1
CERKL	0,142952891	0,941310834	1
CERNA1	-0,867228656	0,678343982	1
CERNA2	-0,332380428	0,789679144	1
CERNA3	-2,367787101	0,702062437	1
CEROX1	0,440872108	0,019920813	1
CERS1	-0,071049059	0,788545483	1
CERS2	0,001403163	0,9923253	1
CERS3	-2,666090717	0,284894127	1
CERS3-AS1	0	1	1
CERS4	0,020824977	0,942847218	1
CERS5	-0,164917941	0,29993843	1
CERS6	0,00502807	0,973255209	1
CERS6-AS1	-3,126673414	0,35310671	1
CERT1	0,120423702	0,489563506	1
CES1	-0,718227848	0,768705162	1
CES1P1	0	1	1
CES2	0,00727082	0,964546545	1
CES3	-0,114678828	0,899177605	1
CES4A	0,548650681	0,220147012	1
CES5A	-3,842345161	0,532412359	1
CES5AP1	0,153453945	0,962182538	1
CETN2	-0,29058716	0,124869745	1
CETN3	-0,250610436	0,204679814	1
CETN4P	0,216389924	0,787909082	1
CETP	1,130668392	0,746420605	1
CFAP100	-0,933954812	0,773892817	1
CFAP126	-0,58298774	0,376011689	1
CFAP157	0,933280555	0,596009484	1
CFAP161	-1,544722157	0,706760602	1
CFAP20	-0,200114796	0,313267157	1
CFAP206	-2,421598859	0,017246807	1
CFAP20DC	0,125154439	0,755866204	1
CFAP20DC-AS1	-1,703152113	0,767357928	1
CFAP221	0,509045544	0,482477366	1
CFAP251	0,381746258	0,508824957	1
CFAP298	-0,263464608	0,187288357	1
CFAP298-TCP10L	0,1363591	0,576402894	1
CFAP299	1,362841074	0,439631947	1
CFAP300	-0,42102785	0,353126817	1
CFAP36	-0,232461609	0,161996978	1
CFAP410	-0,209070998	0,34774321	1
CFAP418	0,079510412	0,809881881	1
CFAP418-AS1	-0,450124747	0,823278597	1
CFAP43	-0,140526676	0,810759086	1
CFAP44	0,111756004	0,650832296	1
CFAP45	1,125148713	0,303996351	1
CFAP46	0,205120951	0,744325731	1
CFAP47	-2,351419672	0,031125687	1
CFAP52	-0,075942009	0,939998087	1
CFAP53	-0,81499496	0,29966241	1
CFAP54	-0,13538025	0,735104527	1
CFAP57	-0,589787336	0,407811813	1
CFAP58	-0,858167168	0,232107224	1
CFAP58-DT	-1,172907822	0,69779098	1
CFAP61	0,417356095	0,545924474	1
CFAP65	2,057440737	0,172161622	1
CFAP69	0,061176978	0,874373888	1
CFAP70	0,034018017	0,925457641	1
CFAP73	0,706877749	0,909046243	1
CFAP74	-0,020610217	0,986032376	1
CFAP77	-1,01210425	0,35133881	1
CFAP91	0,174144954	0,659394163	1
CFAP92	0,118379255	0,786347003	1
CFAP97	-0,057619305	0,750719362	1
CFAP97D1	1,243745607	0,395990493	1
CFAP97D2	-1,084295354	0,860529203	1
CFAP99	-0,057006006	0,980818623	1
CFB	-0,767262411	0,194344168	1
CFC1	0,418534643	0,831776143	1
CFD	-2,051505576	0,455027235	1
CFDP1	-0,103811438	0,504173441	1
CFH	0,097000649	0,602666881	1
CFHR1	-1,8609535	0,530178178	1
CFHR2	-0,529351071	0,806474673	1
CFHR3	1,662822862	0,403126824	1
CFHR4	0	1	1
CFHR5	2,240854107	0,717310441	1
CFI	-0,228826563	0,134288077	1
CFL1	-0,134945041	0,391057094	1
CFL1P1	0,388777689	0,693019181	1
CFL1P5	0,683893285	0,824067188	1
CFL1P6	-0,769538191	0,90017619	1
CFL1P8	0	1	1
CFL2	-0,121224793	0,429977848	1
CFLAR	0,275520006	0,139600015	1
CFLAR-AS1	0,555626005	0,659628064	1
CFP	0,684802352	0,434125426	1
CFTR	-0,75253381	0,586405564	1
CGAS	0,016133151	0,977825614	1
CGB2	3,850230291	0,531205397	1
CGB3	0	1	1
CGB5	-1,970132887	0,747905708	1
CGB7	-1,415748346	0,298943492	1
CGGBP1	-0,096482007	0,52111692	1
CGN	-0,296360105	0,564383045	1
CGNL1	-0,009860139	0,968075787	1
CGREF1	0,458300471	0,54391327	1
CGRRF1	-0,033492546	0,886267735	1
CH17-340M24,3	-0,747592041	0,2038525	1
CH25H	0,051462464	0,968200053	1
CHAC1	-0,640440607	0,081504704	1
CHAC2	-0,243179909	0,56299438	1
CHAD	2,355507538	0,459906337	1
CHADL	-0,98176437	0,461655121	1
CHAF1A	0,017080743	0,923392132	1
CHAF1B	-0,114976865	0,645579099	1
CHAMP1	-0,171680964	0,281659435	1
CHASERR	-0,224343223	0,150304251	1
CHAT	-0,789172079	0,684604207	1
CHCHD1	-0,156732531	0,498351956	1
CHCHD10	0,273145413	0,672806649	1
CHCHD2	-0,137712417	0,423511981	1
CHCHD2P6	1,187826096	0,710339302	1
CHCHD3	-0,119607535	0,465309667	1
CHCHD3P3	0	1	1
CHCHD4	0,027399502	0,922782685	1
CHCHD4P3	-0,057618444	0,989865921	1
CHCHD5	0,090545084	0,729580158	1
CHCHD6	-0,22460468	0,386840873	1
CHCHD7	-0,068929187	0,677021443	1
CHD1	-0,028787635	0,863150117	1
CHD1-DT	0,090566651	0,868469018	1
CHD1L	-0,056032965	0,71755469	1
CHD2	0,106213654	0,558235022	1
CHD3	0,047550485	0,740558403	1
CHD4	0,010690777	0,941916684	1
CHD5	-0,27248468	0,628596019	1
CHD6	0,262406628	0,214619866	1
CHD7	0,073954659	0,671936584	1
CHD8	0,162809841	0,407806594	1
CHD9	0,124305659	0,576922082	1
CHDH	-0,307785774	0,459684453	1
CHEK1	-0,133297007	0,453523842	1
CHEK2	-0,01986095	0,9361055	1
CHEK2P2	0	1	1
CHERP	0,071720378	0,650069693	1
CHFR	0,02647597	0,87890246	1
CHGA	0,041111398	0,918790329	1
CHGB	-0,119289881	0,697747037	1
CHI3L1	0,273960382	0,784345377	1
CHI3L2	3,308833108	0,086422446	1
CHIAP3	0	1	1
CHIC1	-0,279108786	0,236377107	1
CHIC2	0,092751628	0,703163166	1
CHID1	-0,172980638	0,282540422	1
CHIT1	0,84701074	0,651011507	1
CHKA	-0,195559915	0,229729999	1
CHKA-DT	1,02793747	0,64243413	1
CHKB	-0,044953769	0,826324666	1
CHKB-CPT1B	0,03445961	0,897275295	1
CHKB-DT	0,083828111	0,861913046	1
CHL1	-0,244624062	0,374755354	1
CHL1-AS2	-1,00874795	0,637234694	1
CHM	0,019119067	0,926381559	1
CHML	-0,623206705	0,01031624	1
CHMP1A	-0,073696284	0,624403833	1
CHMP1B	0,181538837	0,240522617	1
CHMP1B2P	-0,060968597	0,953967259	1
CHMP1B-AS1	-1,076227471	0,862451474	1
CHMP2A	-0,262311961	0,134930552	1
CHMP2B	-0,123852217	0,460459221	1
CHMP3	0,057076909	0,69963262	1
CHMP4A	-0,114431174	0,547427398	1
CHMP4B	-0,028586701	0,851461543	1
CHMP4BP1	-0,760841797	0,901256321	1
CHMP4C	-1,20860279	0,364781732	1
CHMP5	-0,23121998	0,10529299	1
CHMP6	-0,056402614	0,79110465	1
CHMP7	-0,029141194	0,856254483	1
CHN1	-0,062598893	0,736742349	1
CHN2	-0,277801315	0,340503331	1
CHODL	-0,569026854	0,066727529	1
CHODL-AS1	0	1	1
CHORDC1	-0,204594377	0,236315329	1
CHORDC1P1	1,100979719	0,858786357	1
CHORDC1P4	3,914338146	0,130828523	1
CHP1	0,051345732	0,744240448	1
CHP1P2	1,990910685	0,746689856	1
CHP2	0,116990828	0,934194883	1
CHPF	-0,228818191	0,16581587	1
CHPF2	0,17440645	0,259848568	1
CHPT1	-0,45617985	0,04418749	1
CHRAC1	0,20157435	0,29802011	1
CHRD	-0,099565436	0,68477706	1
CHRDL1	-0,407033101	0,15567726	1
CHRDL2	0,186105381	0,896376883	1
CHRFAM7A	0,345632563	0,66014307	1
CHRM1	3,200503874	0,153931373	1
CHRM2	-0,587491356	0,273639657	1
CHRM3	-0,232263941	0,663301576	1
CHRM4	-0,407152981	0,688716071	1
CHRM5	0,430403715	0,796192378	1
CHRNA1	0,234476548	0,219535619	1
CHRNA10	0,102124095	0,874857313	1
CHRNA3	-0,296328659	0,313005088	1
CHRNA4	-0,494653705	0,43278406	1
CHRNA5	-0,199310436	0,547004027	1
CHRNA6	-0,718509819	0,55549893	1
CHRNA7	-0,261485282	0,51923816	1
CHRNA9	-0,642142528	0,706573612	1
CHRNB1	0,279203899	0,100230481	1
CHRNB2	-0,238728115	0,54898974	1
CHRNB3	-1,473011529	0,475295906	1
CHRNB4	-0,247055327	0,571815052	1
CHRND	0,337937016	0,076783357	1
CHRNE	1,070628921	0,527603097	1
CHRNG	0,651052197	0,002847323	1
CHROMR	0,33310327	0,10848418	1
CHST1	-0,115069971	0,672587825	1
CHST10	0,012798801	0,947398879	1
CHST11	0,307743578	0,175563188	1
CHST12	-0,126131822	0,544553657	1
CHST13	4,108800743	0,504692969	1
CHST14	0,089734723	0,682284876	1
CHST15	0,251316205	0,17974113	1
CHST2	-0,106731807	0,669176322	1
CHST3	0,020217303	0,913846448	1
CHST4	0,600163294	0,686979797	1
CHST5	-1,512422347	0,200980943	1
CHST6	-0,236560457	0,55254932	1
CHST7	-0,856045531	0,094571322	1
CHST8	-0,789970628	0,227193779	1
CHST9	-0,263834798	0,577461803	1
CHSY1	0,101288441	0,490807448	1
CHSY3	-0,05977464	0,8256452	1
CHTF18	0,423331591	0,062730785	1
CHTF8	0,013340267	0,951955147	1
CHTOP	-0,013322131	0,922469755	1
CHUK	-0,16603464	0,326372159	1
CHURC1	-0,086425065	0,550245965	1
CHURC1-FNTB	0,069965648	0,950078698	1
CIAO1	-0,035489382	0,799496465	1
CIAO2A	-0,145575893	0,428666761	1
CIAO2AP2	2,347974295	0,705072317	1
CIAO2B	-0,034045027	0,871735062	1
CIAO3	-0,095730215	0,681916751	1
CIAPIN1	-0,25701081	0,104192996	1
CIAPIN1P	-0,282231222	0,963422143	1
CIART	-0,481119781	0,329776652	1
CIB1	-0,153642902	0,464667602	1
CIB2	-0,113536781	0,643907995	1
CIB3	-2,123262818	0,704146435	1
CIB4	1,065642084	0,86402973	1
CIBAR1	-0,147283407	0,372234268	1
CIBAR1-DT	-0,310426435	0,782630183	1
CIBAR1P2	0	1	1
CIBAR2	1,197060587	0,519119702	1
CIC	0,202159205	0,201490489	1
CICP11	0,205526688	0,973529304	1
CICP13	-1,627166946	0,764566181	1
CICP14	2,12087793	0,731947617	1
CICP16	-1,507387137	0,805698526	1
CICP18	0,741653762	0,12043268	1
CICP20	0,025864979	0,9966554	1
CICP22	0,893824312	0,884868223	1
CICP24	1,015889587	0,868505969	1
CICP26	0,104167865	0,986574169	1
CICP27	-1,191973387	0,556004912	1
CICP4	-0,67819764	0,913244471	1
CICP8	-1,215651399	0,844505812	1
CIDEA	-1,049695125	0,863272612	1
CIDEB	-0,183887984	0,873689174	1
CIDEC	0,37748058	0,822301316	1
CIDECP1	-0,257502902	0,372771945	1
CIITA	0,877925674	0,556685616	1
CILK1	-0,001066562	0,995712421	1
CILP	0,560785343	0,056511525	1
CILP2	-0,405378435	0,370466457	1
CINP	-0,157159342	0,41177074	1
CIP2A	-0,106495037	0,540586466	1
CIPC	-0,021224476	0,905981988	1
CIR1	-0,017793591	0,931257691	1
CIR1P2	3,338292587	0,588967124	1
CIRBP	0,035715052	0,793910227	1
CIRBP-AS1	0,060320802	0,948387188	1
CISD1	-0,19782355	0,355254447	1
CISD2	-0,180086878	0,344490979	1
CISD3	-0,194615629	0,691140739	1
CISH	0,212861706	0,571213372	1
CISTR	0,905168617	0,882645417	1
CIT	0,230675494	0,230432337	1
CITED1	0,216259504	0,573738402	1
CITED2	0,228156993	0,271062107	1
CITED4	-0,003048173	0,997250229	1
CIZ1	0,076646821	0,573056583	1
CKAP2	-0,169314367	0,220402184	1
CKAP2L	0,133144677	0,453361953	1
CKAP2LP1	0	1	1
CKAP4	0,060925829	0,651239372	1
CKAP5	-0,030877718	0,838606265	1
CKB	-0,097995551	0,674131593	1
CKLF	0,011896857	0,963502877	1
CKLF-CMTM1	0,288595746	0,699390516	1
CKM	0,354193398	0,435144329	1
CKMT1A	-0,254433103	0,833418756	1
CKMT1B	0,619717968	0,548984182	1
CKMT2	0,451421092	0,522204894	1
CKMT2-AS1	0,006502174	0,980224854	1
CKS1B	-0,133277691	0,494337215	1
CKS1BP1	1,875604614	0,76244882	1
CKS1BP4	0	1	1
CKS1BP7	0,028593745	0,996309205	1
CKS2	-0,138164226	0,531485167	1
CLASP1	0,074246892	0,655385384	1
CLASP1-AS1	0,213799888	0,847767888	1
CLASP2	-0,108947351	0,561678849	1
CLASRP	0,293790878	0,136731422	1
CLBA1	-0,225654808	0,389697828	1
CLC	-2,342017227	0,705470036	1
CLCA2	1,967860309	0,682244634	1
CLCA4-AS1	0,258167114	0,789870577	1
CLCA4-AS1	0,133029137	0,893645125	1
CLCC1	0,135176551	0,360681135	1
CLCF1	0,570071664	0,454052265	1
CLCN1	-0,499566143	0,747622505	1
CLCN2	0,175112092	0,478842446	1
CLCN3	-0,049065073	0,742422215	1
CLCN3P1	-0,06261592	0,887358464	1
CLCN4	0,063612336	0,716477882	1
CLCN5	0,256576841	0,050179966	1
CLCN6	0,030497168	0,864761947	1
CLCN7	0,183322745	0,23605796	1
CLCNKA	0,146658216	0,897328909	1
CLCNKB	1,585418663	0,305350856	1
CLCP2	2,200550615	0,648392575	1
CLDN1	-0,236228528	0,736713649	1
CLDN10	1,825563618	0,054058028	1
CLDN11	-0,017040503	0,937418777	1
CLDN12	-0,17881582	0,355417751	1
CLDN14	0	1	1
CLDN15	0,430291615	0,153805477	1
CLDN16	1,366999851	0,517854533	1
CLDN19	-1,190322184	0,607353385	1
CLDN2	0,922639946	0,477577029	1
CLDN20	0,250748466	0,967889254	1
CLDN23	-1,075961616	0,63016857	1
CLDN24	2,244755583	0,716932246	1
CLDN25	1,500731063	0,809118948	1
CLDN3	0	1	1
CLDN34	2,462985551	0,69055644	1
CLDN4	-1,016263464	0,562884789	1
CLDN5	0,390212201	0,624191625	1
CLDN6	-1,361411929	0,389466565	1
CLDN7	-0,171075576	0,949819423	1
CLDN9	0,393452843	0,925574584	1
CLDND1	-0,138375182	0,343608163	1
CLDND2	-1,975997156	0,181670558	1
CLEC10A	0	1	1
CLEC11A	-0,095593272	0,772746556	1
CLEC12A	0	1	1
CLEC12A-AS1	0,594609999	0,397557008	1
CLEC12B	0	1	1
CLEC14A	-2,14370662	0,346630709	1
CLEC16A	-0,039990587	0,847462977	1
CLEC17A	-1,912693108	0,33475844	1
CLEC18A	0,338954287	0,585733762	1
CLEC18B	-0,649801244	0,204363194	1
CLEC18C	2,207438331	0,034652278	1
CLEC19A	0,334904139	0,87820264	1
CLEC1A	-0,206761732	0,612011925	1
CLEC1B	-2,779566504	0,653202001	1
CLEC20A	0	1	1
CLEC2A	-3,86124713	0,530314577	1
CLEC2B	1,277619582	0,361612931	1
CLEC2D	-0,020707878	0,935331144	1
CLEC2L	-0,773190243	0,675224595	1
CLEC3A	-1,299681363	0,193746758	1
CLEC3B	-0,536770675	0,278817474	1
CLEC4A	0,467408558	0,750734399	1
CLEC4D	-0,890093032	0,884614392	1
CLEC4F	1,307398832	0,65811699	1
CLEC4G	0,056529964	0,992682087	1
CLEC4M	-0,198464161	0,96668826	1
CLEC6A	-0,343308579	0,955652599	1
CLEC7A	1,284316385	0,396286852	1
CLGN	-0,403588121	0,218183158	1
CLHC1	-0,059676482	0,816835559	1
CLIC1	-0,186694325	0,205309969	1
CLIC1P1	1,460310516	0,814115399	1
CLIC2	0,279975716	0,625485246	1
CLIC3	2,388607949	0,614094464	1
CLIC4	-0,10163728	0,493312752	1
CLIC4P3	0	1	1
CLIC5	2,478263096	0,071101595	1
CLIC6	-0,84491998	0,547843002	1
CLINT1	0,135558684	0,369884151	1
CLIP1	-0,013817088	0,933771419	1
CLIP2	0,18337686	0,24902329	1
CLIP3	0,152813115	0,354598604	1
CLIP4	-0,217337343	0,402561682	1
CLK1	-0,085613505	0,53968209	1
CLK2	0,08190955	0,612494018	1
CLK3	0,030449864	0,850354662	1
CLK3P2	0	1	1
CLK4	-0,065660841	0,713446832	1
CLLU1	1,637567225	0,587341512	1
CLLU1-AS1	-1,288436161	0,833660904	1
CLMAT3	3,504157332	0,570297522	1
CLMN	0,321035164	0,137009315	1
CLMP	-0,159074323	0,379288421	1
CLN3	-0,060619812	0,793461541	1
CLN5	-0,124047099	0,446799785	1
CLN6	0,401006584	0,049808917	1
CLN8	0,108617568	0,557307517	1
CLN8-AS1	-0,138553924	0,67432906	1
CLNK	1,830198133	0,258393857	1
CLNS1A	-0,075344714	0,610802844	1
CLOCK	0,115891186	0,596971055	1
CLP1	-0,10724923	0,66344822	1
CLPB	-0,066210557	0,706100316	1
CLPP	-0,065452179	0,774112847	1
CLPSL1	-0,67819764	0,913244471	1
CLPTM1	0,135131835	0,331238271	1
CLPTM1L	-0,306964307	0,110967367	1
CLPX	-0,124979485	0,434416396	1
CLRN1	-0,256399676	0,966526416	1
CLRN1-AS1	1,07736108	0,711050713	1
CLRN2	1,500731063	0,809118948	1
CLRN3	0	1	1
CLSPN	0,08313013	0,659893418	1
CLSTN1	0,059916685	0,662412907	1
CLSTN2	0,398767974	0,093690993	1
CLSTN2-AS1	0,11764862	0,984678387	1
CLSTN3	0,174217529	0,327277618	1
CLTA	-0,077552566	0,65153618	1
CLTB	-0,270979445	0,203253735	1
CLTC	-0,095152091	0,551282941	1
CLTCL1	0,315750972	0,123221337	1
CLTRN	0,124822476	0,899655609	1
CLU	-0,371138252	0,052623961	1
CLUAP1	-0,059514152	0,722679532	1
CLUH	0,145910662	0,35178043	1
CLUHP3	0,106577647	0,688466483	1
CLUL1	0,374194405	0,38108896	1
CLVS1	-0,092675802	0,852673099	1
CLVS2	-0,180794375	0,676929553	1
CLYBL	-0,369526702	0,337015734	1
CLYBL-AS1	0	1	1
CMAHP	-0,331690799	0,853455574	1
CMAS	-0,163121778	0,358072867	1
CMBL	-0,053972264	0,745131596	1
CMC1	-0,033140446	0,901994405	1
CMC2	0,020053175	0,927798924	1
CMC4	-0,492909812	0,153828883	1
CMIP	0,24726092	0,142839701	1
CMKLR1	-0,040444777	0,919022649	1
CMKLR2	-0,349903984	0,654728701	1
CMPK1	-0,083253525	0,579676384	1
CMPK2	-0,225381784	0,677126804	1
CMSS1	-0,103890764	0,628298237	1
CMTM1	0,230431117	0,695199195	1
CMTM2	0,224446881	0,931473659	1
CMTM3	-0,070461153	0,671274989	1
CMTM4	0,099922219	0,617089717	1
CMTM5	-2,666412348	0,624406095	1
CMTM6	-0,059543059	0,725054884	1
CMTM7	0,049827558	0,870757576	1
CMTM8	-0,101435178	0,843917696	1
CMTR1	-0,005029146	0,974171758	1
CMTR2	-0,108547311	0,501965493	1
CMYA5	0,574788471	0,031340669	1
CNBD1	-2,340332758	0,680358188	1
CNBD2	0,093062182	0,863782366	1
CNBP	-0,082291204	0,568383164	1
CNDP1	1,689831289	0,571713598	1
CNDP2	-0,05172444	0,717399153	1
CNEP1R1	-0,084858731	0,6679257	1
CNFN	-1,660147351	0,431334433	1
CNGA1	2,040607578	0,739256066	1
CNGA3	-0,052078092	0,877244665	1
CNGA4	0,779588843	0,676563617	1
CNGB1	0,269931283	0,904494795	1
CNGB3	-0,67819764	0,913244471	1
CNIH1	-0,095850062	0,525102675	1
CNIH2	-0,290587172	0,319519971	1
CNIH3	0,212972694	0,679303905	1
CNIH3-AS2	0,029216784	0,984941664	1
CNIH4	-0,050867114	0,772133101	1
CNKSR1	0,215816788	0,78893093	1
CNKSR2	-0,889380148	0,026828379	1
CNKSR3	0,227147872	0,182249873	1
CNMD	-1,25162582	0,414620312	1
CNN1	0,757114138	0,133145472	1
CNN2	-0,005724895	0,972998584	1
CNN2P1	1,054733641	0,864155345	1
CNN2P3	3,174510102	0,590298056	1
CNN2P8	-0,691404094	0,911582239	1
CNN2P9	-1,882979075	0,355102701	1
CNN3	0,022979483	0,858181858	1
CNN3-DT	0,213348699	0,458596014	1
CNNM1	-0,514202439	0,670864262	1
CNNM2	0,074150339	0,749564589	1
CNNM3	0,086468137	0,648373726	1
CNNM3-DT	-1,061147705	0,578374158	1
CNNM4	0,197833969	0,466125155	1
CNOT1	0,189894645	0,320280211	1
CNOT10	-0,012656298	0,938953543	1
CNOT11	-0,064339484	0,689745496	1
CNOT2	0,012574908	0,929472181	1
CNOT3	0,145228422	0,350146539	1
CNOT4	0,046718458	0,793522231	1
CNOT6	-0,031455126	0,843191011	1
CNOT6L	0,102659099	0,567385249	1
CNOT6LP1	2,437006918	0,691982844	1
CNOT7	-0,133864919	0,326077169	1
CNOT7P2	0	1	1
CNOT8	-0,046379451	0,760033858	1
CNOT9	0,000534722	0,996978167	1
CNP	0,097392929	0,486679269	1
CNPPD1	-0,093700409	0,611868894	1
CNPY1	4,405510654	0,022482574	1
CNPY2	-0,434782529	0,008703451	1
CNPY2-AS1	0,159123434	0,77527869	1
CNPY3	0,020013866	0,915855858	1
CNPY4	-0,117328955	0,474524414	1
CNR1	0,061310795	0,863251895	1
CNR2	0,883395511	0,370668198	1
CNRIP1	0,026550611	0,902077627	1
CNST	0,032982224	0,865514515	1
CNTD1	0,019880138	0,990745114	1
CNTF	0,257682018	0,68301668	1
CNTFR	-0,064486919	0,825173978	1
CNTLN	-0,032541161	0,866143248	1
CNTN1	-0,090832296	0,694692091	1
CNTN2	0,117936739	0,637156914	1
CNTN3	-0,306036517	0,432666737	1
CNTN4	0,023179576	0,92736958	1
CNTN5	0,05576743	0,877913394	1
CNTN6	0,155845673	0,628637716	1
CNTNAP1	0,210748808	0,258239603	1
CNTNAP2	-0,072858523	0,772216207	1
CNTNAP3	0,086471115	0,730389183	1
CNTNAP3B	-0,131439958	0,546063085	1
CNTNAP3C	-0,446014278	0,69722826	1
CNTNAP3P1	2,019820444	0,538186462	1
CNTNAP3P2	-0,086266423	0,894709177	1
CNTNAP3P5	-4,509974207	0,400926347	1
CNTNAP4	-0,63459473	0,372148822	1
CNTNAP5	0,533291073	0,568576303	1
CNTRL	0,218377288	0,249358534	1
CNTROB	0,091269084	0,590423445	1
COA1	0,013248582	0,934076194	1
COA3	-0,160001951	0,420577858	1
COA4	-0,067477506	0,731036339	1
COA5	-0,132209476	0,459665633	1
COA6	-0,493914687	0,037838912	1
COA6-AS1	-0,606922933	0,59330202	1
COA7	0,201798444	0,258431423	1
COA8	0,027779401	0,882576676	1
COASY	-0,047341522	0,776589796	1
