gene_name	log2FoldChange	pvalue	padj
RN7SKP244	1,702504733	0,783001855	1
RN7SKP249	0	1	1
RN7SKP251	1,094534952	0,860453822	1
RN7SKP26	5,048183024	0,410513723	1
RN7SKP268	-1,255101926	0,839259191	1
RN7SKP269	-1,770484101	0,737302085	1
RN7SKP276	1,320575568	0,811889339	1
RN7SKP292	1,864770444	0,763299085	1
RN7SKP296	1,514103884	0,80746723	1
RN7SKP3	0	1	1
RN7SKP30	4,527067291	0,461587355	1
RN7SKP50	-0,675054467	0,913640007	1
RN7SKP57	0	1	1
RN7SKP70	0,480261412	0,714013733	1
RN7SKP78	-0,67819764	0,913244471	1
RN7SKP80	0,348084987	0,8053981	1
RN7SKP97	-1,310814376	0,830805815	1
RN7SL1	0,773392403	0,034978385	1
RN7SL104P	1,697333814	0,784477118	1
RN7SL105P	0	1	1
RN7SL113P	-0,129247442	0,969312651	1
RN7SL118P	1,514103884	0,80746723	1
RN7SL11P	0	1	1
RN7SL121P	-1,50444256	0,577122292	1
RN7SL122P	0	1	1
RN7SL123P	0,774169345	0,899623996	1
RN7SL127P	0	1	1
RN7SL130P	-0,165585418	0,952919011	1
RN7SL134P	1,094534952	0,860453822	1
RN7SL145P	-3,614293986	0,097098785	1
RN7SL146P	4,477008814	0,40391296	1
RN7SL155P	0	1	1
RN7SL165P	0	1	1
RN7SL16P	0	1	1
RN7SL176P	1,104486038	0,859221612	1
RN7SL181P	1,717118977	0,508202249	1
RN7SL192P	1,04570257	0,719050838	1
RN7SL196P	1,065642084	0,86402973	1
RN7SL2	1,475571034	0,000090664	0,433663763
RN7SL200P	0,753815374	0,902831943	1
RN7SL202P	3,621969914	0,460126141	1
RN7SL20P	0	1	1
RN7SL213P	0,971512504	0,87526994	1
RN7SL219P	2,835272267	0,646137848	1
RN7SL229P	0	1	1
RN7SL230P	-0,703988857	0,909103551	1
RN7SL231P	0	1	1
RN7SL233P	0,741061929	0,904746233	1
RN7SL239P	1,094534952	0,860453822	1
RN7SL23P	-1,347387371	0,60824707	1
RN7SL242P	1,675876144	0,786541913	1
RN7SL246P	2,259157603	0,71535806	1
RN7SL251P	0,038560412	0,995034605	1
RN7SL258P	0	1	1
RN7SL269P	0,447048656	0,941951201	1
RN7SL274P	-0,490969203	0,935645011	1
RN7SL275P	-2,692416806	0,620421883	1
RN7SL279P	-1,564463163	0,780176014	1
RN7SL280P	0,471921538	0,905622944	1
RN7SL3	-0,271305796	0,964290462	1
RN7SL310P	-1,080584597	0,861904275	1
RN7SL313P	2,492802027	0,687100297	1
RN7SL316P	-1,431379709	0,686397964	1
RN7SL328P	0	1	1
RN7SL32P	0	1	1
RN7SL333P	1,51706067	0,544076444	1
RN7SL336P	2,221120168	0,718066473	1
RN7SL339P	-1,514220952	0,751568819	1
RN7SL353P	0,619535606	0,920462949	1
RN7SL364P	-1,646667333	0,788903331	1
RN7SL366P	0	1	1
RN7SL368P	1,78884178	0,675384343	1
RN7SL36P	0	1	1
RN7SL371P	-0,009393066	0,998788962	1
RN7SL378P	1,460310516	0,814115399	1
RN7SL37P	0	1	1
RN7SL381P	-2,754397509	0,218198693	1
RN7SL384P	0	1	1
RN7SL388P	-3,801696822	0,535675372	1
RN7SL390P	3,099860518	0,616187258	1
RN7SL391P	-1,020391038	0,690389986	1
RN7SL399P	-0,207683853	0,973203128	1
RN7SL403P	-2,117813582	0,730446461	1
RN7SL405P	1,461483487	0,812808684	1
RN7SL40P	-0,756016811	0,902124952	1
RN7SL414P	0	1	1
RN7SL417P	-1,080584597	0,861904275	1
RN7SL434P	1,094534952	0,860453822	1
RN7SL444P	2,859396605	0,641806704	1
RN7SL449P	2,255271238	0,715682174	1
RN7SL452P	2,776699538	0,654240936	1
RN7SL455P	-0,733407726	0,677593781	1
RN7SL460P	0	1	1
RN7SL470P	1,263485377	0,836707625	1
RN7SL473P	0,205724546	0,973231664	1
RN7SL481P	4,574478715	0,05045394	1
RN7SL482P	0	1	1
RN7SL49P	1,507771988	0,649926237	1
RN7SL4P	6,549814115	0,04415823	1
RN7SL508P	-1,076227471	0,862451474	1
RN7SL510P	0	1	1
RN7SL513P	0	1	1
RN7SL517P	1,094534952	0,860453822	1
RN7SL521P	0,169359792	0,955663897	1
RN7SL524P	-1,024472163	0,513089065	1
RN7SL525P	1,966083993	0,749658361	1
RN7SL526P	-2,272801552	0,563545471	1
RN7SL52P	0	1	1
RN7SL531P	-1,562041475	0,373741816	1
RN7SL535P	0,272138176	0,936255871	1
RN7SL546P	1,065642084	0,86402973	1
RN7SL552P	0,210083387	0,973059136	1
RN7SL558P	1,860055184	0,748172321	1
RN7SL559P	-1,201558457	0,814989616	1
RN7SL560P	0,318262564	0,959216235	1
RN7SL566P	0,773599723	0,8440798	1
RN7SL569P	0,427944059	0,94438243	1
RN7SL574P	-0,970672045	0,797188852	1
RN7SL585P	0	1	1
RN7SL587P	-1,295435906	0,834628663	1
RN7SL589P	0	1	1
RN7SL600P	3,104981541	0,601376267	1
RN7SL602P	-0,604723688	0,682419405	1
RN7SL605P	0,466384901	0,677661086	1
RN7SL606P	0	1	1
RN7SL608P	1,015219835	0,620665882	1
RN7SL614P	-3,422967618	0,577638673	1
RN7SL615P	0	1	1
RN7SL619P	1,311066308	0,645927247	1
RN7SL623P	0	1	1
RN7SL628P	1,588068023	0,797700771	1
RN7SL648P	-0,347038452	0,955174441	1
RN7SL650P	0,002288892	0,99970471	1
RN7SL652P	0,216482315	0,972226209	1
RN7SL656P	2,338618478	0,695410728	1
RN7SL657P	0,230936821	0,970016664	1
RN7SL663P	2,782856083	0,653600787	1
RN7SL670P	-0,888134329	0,633442699	1
RN7SL674P	0,143156371	0,975286504	1
RN7SL688P	-1,944405879	0,753942223	1
RN7SL689P	0,768046293	0,729428814	1
RN7SL68P	1,909178686	0,755904921	1
RN7SL693P	0	1	1
RN7SL718P	-1,70300484	0,774307299	1
RN7SL731P	-1,396769478	0,816018902	1
RN7SL736P	2,352469261	0,701816208	1
RN7SL737P	-3,08799462	0,613904017	1
RN7SL73P	0,811426291	0,630115172	1
RN7SL740P	-0,67819764	0,913244471	1
RN7SL744P	-1,555742513	0,802391064	1
RN7SL745P	0	1	1
RN7SL749P	-0,826862115	0,892764194	1
RN7SL751P	0	1	1
RN7SL753P	4,065916279	0,480758194	1
RN7SL754P	0	1	1
RN7SL75P	2,638152496	0,540870995	1
RN7SL763P	-0,67819764	0,913244471	1
RN7SL771P	0,518504969	0,923695671	1
RN7SL775P	-0,890093032	0,884614392	1
RN7SL784P	-0,135528504	0,982264348	1
RN7SL800P	0	1	1
RN7SL809P	1,519674392	0,656750555	1
RN7SL811P	-0,650204325	0,695747682	1
RN7SL812P	-0,400742232	0,918063131	1
RN7SL81P	-1,050338217	0,345722051	1
RN7SL823P	1,588068023	0,797700771	1
RN7SL832P	-0,386222603	0,656576599	1
RN7SL834P	2,685912906	0,660603101	1
RN7SL846P	0	1	1
RN7SL850P	1,094534952	0,860453822	1
RN7SL851P	-1,560220927	0,80184729	1
RN7SL856P	-2,148494597	0,728699862	1
RN7SL861P	-0,134885093	0,982425147	1
RN7SL96P	3,696905214	0,413145841	1
RNA5-8SN2	-0,668661074	0,279760781	1
RNA5SP155	1,094534952	0,860453822	1
RNA5SP206	1,500731063	0,809118948	1
RNA5SP354	0	1	1
RNA5SP383	-1,20206435	0,845663404	1
RNASE1	-0,811938832	0,894278441	1
RNASE10	-0,020192672	0,974776505	1
RNASE13	0	1	1
RNASE4	-0,380134173	0,280651015	1
RNASEH1	0,095497411	0,533165877	1
RNASEH1-AS1	0,223676632	0,448386669	1
RNASEH1P2	1,094534952	0,860453822	1
RNASEH2A	-0,078117864	0,765648356	1
RNASEH2B	0,04195887	0,81720507	1
RNASEH2B-AS1	-0,539632801	0,623751269	1
RNASEH2C	0,031358057	0,863253182	1
RNASEK	0,005801881	0,978492238	1
RNASEK-C17orf49	0,539033249	0,619115296	1
RNASEL	0,084310327	0,788130195	1
RNASET2	-0,012054964	0,964921639	1
RND1	-0,218764094	0,595761333	1
RND2	-0,047796505	0,85126094	1
RND3	-0,561551878	0,00161666	1
RNF10	0,077457623	0,561193135	1
RNF103	0,13836296	0,346954304	1
RNF103-CHMP3	0,43936081	0,712030847	1
RNF11	0,013125597	0,927565091	1
RNF111	0,084884468	0,667648228	1
RNF112	0,289628878	0,707098844	1
RNF113A	-0,196195117	0,480890732	1
RNF113B	0,546344783	0,929580083	1
RNF114	0,090835558	0,548684252	1
RNF115	0,131633888	0,416317297	1
RNF11P1	-0,675054467	0,913640007	1
RNF121	0,152362443	0,385175067	1
RNF122	-0,104746106	0,626136042	1
RNF123	0,26415575	0,130411988	1
RNF125	0,147047149	0,708251263	1
RNF126	0,218607186	0,326748318	1
RNF126P1	-0,880000623	0,852706161	1
RNF128	0,206516046	0,954852567	1
RNF13	0,006016029	0,974008237	1
RNF130	-0,053997204	0,738742506	1
RNF133	5,045538216	0,176679282	1
RNF135	-0,173660735	0,54168837	1
RNF138	-0,006676105	0,97045417	1
RNF138P1	-1,39647015	0,793076006	1
RNF139	-0,081471946	0,617077685	1
RNF139-DT	0,089996058	0,825594366	1
RNF14	-0,13535836	0,467819991	1
RNF141	-0,181602644	0,292536224	1
RNF144A	0,204338125	0,18340242	1
RNF144B	-0,572496432	0,159491592	1
RNF145	0,176379542	0,310357673	1
RNF146	-0,188681716	0,229940528	1
RNF148	1,218334059	0,715368654	1
RNF149	-0,150561462	0,436288704	1
RNF14P4	-0,67819764	0,913244471	1
RNF150	0,158930797	0,461584035	1
RNF151	-0,511061754	0,933669329	1
RNF152	-0,167419548	0,627894297	1
RNF152P1	1,302922582	0,832601248	1
RNF157	0,205898431	0,482559378	1
RNF157-AS1	-0,910275737	0,274888152	1
RNF165	0,053737789	0,804843243	1
RNF166	-0,079215409	0,74893633	1
RNF167	-0,045595551	0,765670567	1
RNF168	-0,162508207	0,449736668	1
RNF169	0,205253345	0,303940805	1
RNF17	-0,071795601	0,990690097	1
RNF170	-0,047301388	0,79273198	1
RNF175	-0,228065454	0,59201076	1
RNF180	-0,546003761	0,307415974	1
RNF181	-0,294107149	0,11121019	1
RNF182	0,132286918	0,677420801	1
RNF183	-0,461014262	0,890631315	1
RNF185	-0,105906865	0,476790527	1
RNF186	1,086972388	0,77191785	1
RNF187	-0,301649109	0,063698705	1
RNF19A	-0,158959408	0,353119874	1
RNF19B	-0,038489883	0,862225097	1
RNF2	-0,220691948	0,148574054	1
RNF20	-0,113491309	0,43818533	1
RNF207	0,315736083	0,218681345	1
RNF207-AS1	-2,219376376	0,595151417	1
RNF208	-0,467187316	0,422263803	1
RNF212	-0,010303815	0,986798719	1
RNF212B	2,545692914	0,681073574	1
RNF213	0,313744124	0,18360096	1
RNF213-AS1	-0,057095044	0,875938717	1
RNF214	0,235688953	0,191223275	1
RNF215	-0,025637848	0,908354943	1
RNF216	0,023856586	0,875819334	1
RNF216-IT1	0	1	1
RNF216P1	0,08884307	0,649992794	1
RNF217	0,038682727	0,835891973	1
RNF217-AS1	-0,320964096	0,460787962	1
RNF220	-0,112717676	0,503998037	1
RNF222	-1,758352415	0,457293559	1
RNF223	-0,533259325	0,900039307	1
RNF224	-1,225999325	0,842411808	1
RNF225	0	1	1
RNF227	-0,281641757	0,335737421	1
RNF24	0,149314474	0,384926933	1
RNF25	0,042672782	0,831074568	1
RNF26	-0,129619485	0,481132869	1
RNF2P1	-0,179096961	0,976978158	1
RNF31	0,282540441	0,13920187	1
RNF32	-0,225225784	0,741817591	1
RNF32-AS1	0,757308279	0,376236337	1
RNF34	-0,164650111	0,365215001	1
RNF38	0,029381265	0,875716318	1
RNF39	-2,799145555	0,637692697	1
RNF4	-0,06122805	0,675459712	1
RNF40	-0,010600995	0,938472679	1
RNF41	-0,324397377	0,097374365	1
RNF43	-0,994541388	0,35777173	1
RNF44	0,193746849	0,316752201	1
RNF5	-0,092083107	0,637911704	1
RNF5P1	0	1	1
RNF6	-0,129287698	0,543035258	1
RNF7	-0,137571038	0,480399256	1
RNF7P1	-1,080584597	0,861904275	1
RNF8	-0,25676419	0,165021904	1
RNFT1	-0,064904324	0,742278865	1
RNFT1-DT	-0,447225242	0,795871385	1
RNFT1P3	1,379359429	0,822618983	1
RNFT2	0,19977391	0,604298504	1
RNGTT	-0,273689297	0,133772329	1
RNGTTP1	-1,05960113	0,862460201	1
RNH1	-0,041206204	0,786164005	1
RNLS	-0,205038741	0,670643492	1
RNMT	0,157927591	0,28649691	1
RNPC3	0,060754198	0,790448337	1
RNPEP	-0,042553062	0,801699248	1
RNPEPL1	0,089260407	0,696840505	1
RNPS1	0,058777162	0,653778463	1
RNPS1P1	-0,727220471	0,906674753	1
RNU11	0	1	1
RNU1-1	1,454391009	0,559981584	1
RNU1-103P	-5,09977259	0,290248373	1
RNU1-129P	1,094534952	0,860453822	1
RNU1-16P	-0,664480007	0,913395493	1
RNU12-2P	-2,545883315	0,680462416	1
RNU1-47P	0,187589319	0,975919045	1
RNU1-56P	0	1	1
RNU1-63P	0,223290237	0,971359606	1
RNU1-67P	-1,543864676	0,803826487	1
RNU1-72P	3,877251673	0,517397507	1
RNU1-73P	1,96573939	0,750423062	1
RNU2-1	-2,773674318	0,138462725	1
RNU2-11P	1,050934513	0,792525969	1
RNU2-17P	3,54773522	0,565360966	1
RNU2-22P	-1,598698518	0,794387858	1
RNU2-25P	1,500731063	0,809118948	1
RNU2-2P	-0,05275454	0,992269511	1
RNU2-33P	-2,097409969	0,733988345	1
RNU2-63P	0,196148294	0,97471142	1
RNU2-68P	0	1	1
RNU2-70P	0	1	1
RNU2-7P	0,356387485	0,933326358	1
RNU4-21P	0	1	1
RNU4-22P	-0,67819764	0,913244471	1
RNU4-29P	1,094534952	0,860453822	1
RNU4-39P	0,143285193	0,981637113	1
RNU4-78P	0,205526688	0,973529304	1
RNU4-82P	-1,555742513	0,802391064	1
RNU4-85P	0	1	1
RNU4ATAC18P	-3,360624394	0,41789964	1
RNU6ATAC24P	0,555069112	0,928443135	1
RNU6ATAC35P	-3,133260041	0,608213502	1
RNVU1-1	-1,384637291	0,79635094	1
RNVU1-14	1,065642084	0,86402973	1
RNVU1-15	0,416666557	0,94614591	1
RNVU1-21	-1,295435906	0,834628663	1
RNVU1-26	0	1	1
RNVU1-27	3,377940381	0,561062304	1
RNVU1-30	0,67427156	0,912302987	1
RNVU1-31	0	1	1
RNVU1-32	1,094534952	0,860453822	1
RNVU1-4	-0,213583308	0,972526642	1
RNVU1-6	0	1	1
RNVU1-7	-1,34069299	0,828621659	1
RO60	0,080545329	0,696189629	1
ROBO1	0,195405099	0,296760358	1
ROBO2	0,031369355	0,887911141	1
ROBO3	0,251609366	0,29370034	1
ROBO4	0,921489115	0,80642245	1
ROCK1	-0,157737896	0,381882839	1
ROCK1P1	0,544915243	0,369540651	1
ROCK2	0,107774038	0,593654645	1
ROGDI	-0,184863892	0,398141136	1
ROM1	-0,285762191	0,574455664	1
ROMO1	-0,114438038	0,589652322	1
ROPN1B	0	1	1
ROPN1L	0,832460229	0,58110182	1
ROR1	0,098811876	0,645150162	1
ROR1-AS1	0,369218726	0,523748199	1
ROR2	0,001768381	0,992418968	1
RORA	0,422529948	0,112204754	1
RORA-AS1	1,176540679	0,367758363	1
RORA-AS2	1,697333814	0,784477118	1
RORB	0,001781583	0,998122258	1
RORB-AS1	2,184696223	0,722651542	1
RORC	1,192810756	0,502616466	1
ROS1	1,080093095	0,400639545	1
RP1	-3,175774603	0,519141511	1
RP1L1	-1,014816529	0,606449556	1
RP2	-0,169563929	0,401078821	1
RP9	-0,065980087	0,768494283	1
RP9P	-0,165919326	0,619581727	1
RPA1	-0,019780931	0,895073196	1
RPA2	-0,11219892	0,510704301	1
RPA2P3	-1,256573468	0,838602249	1
RPA3	-0,268378035	0,294858048	1
RPA4	0,854301	0,883716749	1
RPAIN	-0,122718207	0,398368115	1
RPAP1	0,103142141	0,56621719	1
RPAP2	0,193658058	0,393840103	1
RPAP3	-0,245499476	0,135306419	1
RPAP3-DT	-0,840171891	0,31633353	1
RPE	-0,11301598	0,459609215	1
RPE65	0,635894718	0,171788607	1
RPEP3	0	1	1
RPEP4	-2,865309187	0,639943862	1
RPF1	-0,135796386	0,43994896	1
RPF2	-0,132031044	0,461543826	1
RPF2P1	0	1	1
RPGR	-0,109666111	0,630336092	1
RPGRIP1	-3,319492803	0,364060447	1
RPGRIP1L	-0,045198128	0,820423417	1
RPH3A	0,06089584	0,97483746	1
RPH3AL	1,031241215	0,098027046	1
RPH3AL-AS1	2,229735185	0,11746165	1
RPIA	-0,018639588	0,932049096	1
RPL10	0,061561295	0,675372289	1
RPL10A	-0,042413943	0,778537402	1
RPL10AP2	-0,67819764	0,913244471	1
RPL10AP3	-1,464996637	0,813350631	1
RPL10AP6	1,394904971	0,820171378	1
RPL10L	-2,209028393	0,713409242	1
RPL10P1	-1,969560581	0,703213297	1
RPL10P13	-1,029459905	0,859995682	1
RPL10P15	1,682357768	0,621369278	1
RPL10P16	0,360207735	0,812085127	1
RPL10P19	-0,062976463	0,982476105	1
RPL10P2	-1,555742513	0,802391064	1
RPL10P6	1,340417263	0,827464065	1
RPL10P7	0,962020049	0,875982805	1
RPL10P9	-0,897681414	0,792731283	1
RPL11	-0,009295624	0,953860077	1
RPL11P1	-1,610747402	0,587039411	1
RPL11P3	-0,087928697	0,96735748	1
RPL12	0,011777557	0,944375926	1
RPL12P1	-0,672261713	0,913453325	1
RPL12P10	-3,216300193	0,429585647	1
RPL12P12	-1,436377883	0,698815935	1
RPL12P13	-1,091878296	0,811740156	1
RPL12P14	2,361722335	0,701676303	1
RPL12P15	0	1	1
RPL12P16	1,384506753	0,590944629	1
RPL12P24	-1,098606708	0,859641072	1
RPL12P25	-0,576284271	0,848789536	1
RPL12P27	0	1	1
RPL12P28	-0,282785912	0,886360602	1
RPL12P33	0	1	1
RPL12P35	0	1	1
RPL12P37	0,864117342	0,767774929	1
RPL12P38	1,112450123	0,711066623	1
RPL12P4	-0,644049739	0,878641468	1
RPL12P42	-0,674302832	0,912900404	1
RPL12P6	0	1	1
RPL12P7	0,088336004	0,982717502	1
RPL12P8	0,211274026	0,972720498	1
RPL13	-0,04351131	0,827015547	1
RPL13A	-0,047818542	0,78058651	1
RPL13AP12	2,877697642	0,210286667	1
RPL13AP17	-1,237002902	0,840957857	1
RPL13AP2	-1,985418393	0,749062284	1
RPL13AP20	2,339999758	0,286670239	1
RPL13AP25	-4,759507553	0,067750044	1
RPL13AP3	0	1	1
RPL13AP5	-1,425978574	0,475329168	1
RPL13AP6	0	1	1
RPL13AP7	-5,699182295	0,124114331	1
RPL13P12	-0,59584396	0,719372527	1
RPL13P5	-0,2891689	0,563069061	1
RPL14	0,036358325	0,802814162	1
RPL14P1	-4,880116859	0,189373847	1
RPL14P3	3,558586793	0,38924822	1
RPL14P6	-0,691404094	0,911582239	1
RPL15	-0,103125284	0,434235967	1
RPL15P14	-0,330599506	0,937086022	1
RPL15P18	0	1	1
RPL15P3	-3,14052101	0,426244147	1
RPL15P5	0,523375524	0,93178484	1
RPL17	0,000975505	0,995085602	1
RPL17-C18orf32	-0,079084941	0,709757437	1
RPL17P10	-1,540087996	0,801572872	1
RPL17P15	-1,847475708	0,762958298	1
RPL17P19	0	1	1
RPL17P26	1,094534952	0,860453822	1
RPL17P33	0,184446224	0,976323777	1
RPL17P34	0	1	1
RPL17P36	-0,691404094	0,911582239	1
RPL17P43	-1,967424893	0,751126033	1
RPL17P50	-0,818915975	0,597815651	1
RPL17P51	0	1	1
RPL18	-0,103060695	0,537923703	1
RPL18A	-0,019858988	0,909912247	1
RPL18AP2	-1,098606708	0,859641072	1
RPL18AP3	-2,759944514	0,564068309	1
RPL18P10	0,943440953	0,812247247	1
RPL18P13	0	1	1
RPL19	-0,076073099	0,653261526	1
RPL19P5	1,588068023	0,797700771	1
RPL21	-0,065726369	0,68278602	1
RPL21P1	0	1	1
RPL21P10	2,399960795	0,270385343	1
RPL21P107	0	1	1
RPL21P11	3,513511143	0,356029168	1
RPL21P111	-1,568948824	0,800793804	1
RPL21P119	-1,326302158	0,790107852	1
RPL21P120	0,204170595	0,973703889	1
RPL21P123	0	1	1
RPL21P131	1,205924229	0,846184771	1
RPL21P133	0,679465473	0,540668805	1
RPL21P134	0	1	1
RPL21P135	-0,015387721	0,998005557	1
RPL21P16	-0,400048603	0,072450839	1
RPL21P28	-4,209573296	0,116008208	1
RPL21P3	-0,838626419	0,771714898	1
RPL21P32	0,154219869	0,959695993	1
RPL21P34	-1,064074947	0,863167521	1
RPL21P35	1,104486038	0,859221612	1
RPL21P37	-1,203268984	0,844313902	1
RPL21P39	-0,465187655	0,900040895	1
RPL21P40	0	1	1
RPL21P41	-1,555742513	0,802391064	1
RPL21P44	3,058470034	0,357252432	1
RPL21P5	-1,47320441	0,812361502	1
RPL21P54	-1,447713571	0,583111815	1
RPL21P6	-1,076227471	0,862451474	1
RPL21P65	-0,663792907	0,91373814	1
RPL21P75	-1,190773182	0,809240212	1
RPL21P91	0,227057987	0,970916716	1
RPL21P93	-2,013792506	0,648335695	1
RPL21P99	0,194930137	0,974893771	1
RPL22	-0,04394788	0,727266398	1
RPL22L1	-0,09341788	0,703781451	1
RPL22P1	-0,672766719	0,119645388	1
RPL22P16	0	1	1
RPL22P19	-2,150750125	0,725926747	1
RPL22P2	-2,706932606	0,487467041	1
RPL22P4	-0,691404094	0,911582239	1
RPL22P6	1,063988643	0,863436972	1
RPL23	-0,083096622	0,555390149	1
RPL23A	-0,115168304	0,416608224	1
RPL23AP1	1,841213368	0,75769063	1
RPL23AP15	0	1	1
RPL23AP18	0	1	1
RPL23AP2	-1,417891915	0,074511576	1
RPL23AP20	0,612510672	0,889000743	1
RPL23AP24	-1,640306963	0,785064442	1
RPL23AP25	-1,533608139	0,508275855	1
RPL23AP29	1,635463247	0,791919667	1
RPL23AP3	-2,391709189	0,694898005	1
RPL23AP32	0,72864407	0,872514034	1
RPL23AP34	1,076351695	0,822995638	1
RPL23AP37	0,180402666	0,976898	1
RPL23AP4	0	1	1
RPL23AP42	0,061836972	0,696915201	1
RPL23AP43	-0,670507918	0,913657318	1
RPL23AP44	-0,67819764	0,913244471	1
RPL23AP47	-1,323735228	0,830722474	1
RPL23AP49	0,624262319	0,386745991	1
RPL23AP53	0,002267837	0,996793446	1
RPL23AP60	3,793048389	0,526214338	1
RPL23AP64	-0,67819764	0,913244471	1
RPL23AP65	-0,616162361	0,911442797	1
RPL23AP67	-0,752252163	0,847913816	1
RPL23AP7	-0,274869396	0,412590421	1
RPL23AP72	1,460310516	0,814115399	1
RPL23AP74	-0,658695422	0,915159035	1
RPL23AP77	0,723559567	0,906664305	1
RPL23AP78	0	1	1
RPL23AP8	2,593487211	0,67447737	1
RPL23AP81	2,071305222	0,173279843	1
RPL23AP82	-0,176313701	0,332162925	1
RPL23AP84	-3,97114768	0,395741518	1
RPL23AP87	0,62514154	0,598648899	1
RPL23AP96	0	1	1
RPL23AP97	0,097600617	0,982729493	1
RPL23P2	-0,987611355	0,366488101	1
RPL23P8	0	1	1
RPL24	-0,060919597	0,724028208	1
RPL24P2	3,104566145	0,615702767	1
RPL24P4	-0,214845096	0,943330877	1
RPL24P8	-2,109611435	0,07524498	1
RPL26	-0,024175724	0,88832563	1
RPL26L1	-0,441502327	0,035024773	1
RPL26P19	-0,111688253	0,919078189	1
RPL26P20	-1,962261221	0,751719425	1
RPL26P30	-0,729641241	0,69855856	1
RPL26P36	2,932918994	0,583707102	1
RPL26P6	-0,555332846	0,668646315	1
RPL27	-0,01444145	0,93388891	1
RPL27A	-0,025337708	0,878451063	1
RPL27AP	-0,311727552	0,959516202	1
RPL27P5	0,998064772	0,871058125	1
RPL28	-0,028002448	0,863140445	1
RPL29	-0,022123726	0,891902861	1
RPL29P11	-2,406640044	0,242760497	1
RPL29P14	0,271409133	0,965014961	1
RPL29P19	-0,613440491	0,779780906	1
RPL29P2	-0,668745196	0,914402346	1
RPL29P24	0,983821168	0,707704783	1
RPL29P33	0,195111584	0,975007327	1
RPL3	-0,051906773	0,687686134	1
RPL30	-0,051254765	0,7567861	1
RPL30P11	0	1	1
RPL30P14	0	1	1
RPL30P7	0	1	1
RPL31	-0,038976041	0,798278515	1
RPL31P11	0	1	1
RPL31P12	0	1	1
RPL31P14	1,065642084	0,86402973	1
RPL31P17	-3,703530099	0,509667953	1
RPL31P30	0	1	1
RPL31P44	0	1	1
RPL31P52	-0,493876145	0,898920818	1
RPL31P61	-2,632136332	0,575905627	1
RPL31P63	1,094534952	0,860453822	1
RPL32	-0,067062171	0,659207876	1
RPL32P11	1,969460882	0,751424613	1
RPL32P12	1,231837861	0,840367935	1
RPL32P16	2,588454983	0,250618784	1
RPL32P18	-0,678126175	0,913187085	1
RPL32P2	-2,450748559	0,3245121	1
RPL32P24	0,143333257	0,933886847	1
RPL32P27	-0,721578654	0,569430019	1
RPL32P29	-0,189120571	0,609583505	1
RPL32P3	0,145477453	0,50858008	1
RPL32P32	-3,725500483	0,497416749	1
RPL32P33	0	1	1
RPL32P5	1,15249712	0,851539058	1
RPL32P7	1,065642084	0,86402973	1
RPL34	-0,109542887	0,467151904	1
RPL34-DT	1,028918889	0,554330214	1
RPL34P19	2,578013934	0,676690418	1
RPL34P22	-1,403120748	0,678606806	1
RPL34P31	-0,67819764	0,913244471	1
RPL34P33	-3,04293163	0,622100424	1
RPL34P34	0	1	1
RPL34P6	-2,800607717	0,562225872	1
RPL35	-0,027560227	0,895941203	1
RPL35A	0,002115092	0,989717074	1
RPL35AP2	-1,447494361	0,814175134	1
RPL35AP20	-0,907499111	0,82595381	1
RPL35AP26	0	1	1
RPL35AP9	-1,827988207	0,766133565	1
RPL35P1	-0,675054467	0,913640007	1
RPL35P2	4,474465631	0,464735042	1
RPL35P3	2,544495407	0,677301742	1
RPL35P6	-1,839757416	0,679053973	1
RPL36	0,001306469	0,994940642	1
RPL36A	-0,030207842	0,854376597	1
RPL36A-HNRNPH2	0,072641848	0,887701408	1
RPL36AL	-0,107236945	0,560603879	1
RPL36AP15	-0,705166305	0,884088681	1
RPL36AP16	-0,691404094	0,911582239	1
RPL36AP33	0	1	1
RPL36AP40	0	1	1
RPL36AP43	-1,59880375	0,273149671	1
RPL36AP45	0	1	1
RPL36AP51	0	1	1
RPL36AP54	-0,887146471	0,741551857	1
RPL37	0,048582659	0,755008095	1
RPL37A	-0,015365596	0,928693515	1
RPL37A-DT	0,654482944	0,608477182	1
RPL37P15	-1,601575017	0,791299924	1
RPL37P2	0,180402666	0,976898	1
RPL37P23	0	1	1
RPL37P6	0,852436221	0,889982061	1
RPL38	-0,064914173	0,684823294	1
RPL39	-0,043702716	0,781412671	1
RPL39L	-0,277557044	0,405982528	1
RPL39P15	1,579689961	0,758015812	1
RPL39P16	2,107275263	0,564242505	1
RPL39P18	-1,568948824	0,800793804	1
RPL39P34	0	1	1
RPL39P36	1,392904866	0,758982282	1
RPL39P40	-1,295435906	0,834628663	1
RPL39P5	-0,493076408	0,928948896	1
RPL3L	-1,897054147	0,579816916	1
RPL3P2	-0,07184832	0,990718924	1
RPL3P4	0	1	1
RPL3P6	0,204170595	0,973703889	1
RPL3P7	-4,006150518	0,502998603	1
RPL3P9	-0,675054467	0,913640007	1
RPL4	-0,086845377	0,499211568	1
RPL41	-0,045372462	0,779470641	1
RPL41P2	-0,535623543	0,667989591	1
RPL4P2	1,094534952	0,860453822	1
RPL4P3	-1,755889684	0,736869603	1
RPL4P4	-2,476325224	0,262678337	1
RPL4P5	-0,820929353	0,829256278	1
RPL4P6	-1,208095979	0,463734652	1
RPL4P7	-1,958129584	0,752274256	1
RPL5	-0,105035826	0,434179012	1
